-22.96,1.25E-005
-22.84,1.63E-005
-22.73,2.35E-005
-22.64,3.31E-005
-22.54,4.31E-005
-22.43,6.61E-005
-22.34,8.25E-005
-22.24,1.10E-004
-22.14,1.49E-004
-22.04,1.93E-004
-21.94,2.32E-004
-21.85,2.84E-004
-21.75,3.62E-004
-21.64,4.17E-004
-21.53,5.11E-004
